CODIGO,DESCRIPCION,FECHA,ANIO,MES,DIA,DIA_SEMANA,VENTAS,TOTAL_VENDIDO,PRECIO_PROMEDIO,FRECUENCIA,HUBO_PROMOCION,TEMPORADA,fecha,target,lag_1,lag_2,lag_3,lag_6,mean_3,mean_6,growth_ratio,VENTAS_LOG,TOTAL_LOG,PRECIO_LOG,mes_sin,mes_cos,cluster,target_class,prob,decision,pred_sales,error_stock
1002,BANDA 9107X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE Todos- TIPO Buseta Agrale UBIC Del) / (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Tras) // (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Del) // (A/C MARCA AG,21/01/2026,2026,1,21,3,6.0,684000.0,114000.0,6,0,Baja,2026-01-21,573060.0,284174.38,110000.0,324000.0,912000.0,239391.46,397862.39666666667,0.8378070175438597,1.9459101490553132,13.435714658591923,11.643962499267984,0.49999999999999994,0.8660254037844387,2,0,0.3595916312003669,Mantener,,
1002,BANDA 9107X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE Todos- TIPO Buseta Agrale UBIC Del) / (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Tras) // (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Del) // (A/C MARCA AG,4/03/2026,2026,3,4,3,5.0,573060.0,114612.0,5,0,Baja,2026-03-04,121000.0,684000.0,284174.38,110000.0,319000.0,359391.45999999996,359862.39666666667,0.2111471748159006,1.791759469228055,13.25874744727329,11.649316514874544,1.0,6.123233995736766e-17,2,0,0.3576738933795821,Mantener,,
1003,BANDA 9107E MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE Todos- TIPO Buseta Agrale UBIC Del) / (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Tras) // (A/C MARCA AGRALE 1993-1999 TIPO INTERNATIONAL - AGRALE CARGA UBIC Del) // (A/C MARCA AG,21/01/2026,2026,1,21,3,6.0,648000.0,108000.0,6,0,Baja,2026-01-21,114000.0,678000.0,3.0,398444.13,108000.0,358815.70999999996,413407.855,0.17592592592592593,1.9459101490553132,13.381647518543097,11.58989576532275,0.49999999999999994,0.8660254037844387,2,0,0.4004915928576738,Mantener,,
1004,BANDA 9124XX MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),3/03/2026,2026,3,3,2,19.0,1738106.3,100565.19,6,0,Baja,2026-03-03,260000.0,260000.0,2476600.0,125000.0,124450.0,953866.6666666666,606175.0,0.14958808905991539,2.995732273553991,14.368307320531244,11.518571396660054,1.0,6.123233995736766e-17,2,0,0.09065018443919938,Mantener,176750.45946679715,83249.54053320285
1004,BANDA 9124XX MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),6/03/2026,2026,3,6,5,5.0,653600.0,130720.0,5,0,Baja,2026-03-06,1048000.0,260000.0,1738106.3,260000.0,521000.0,752702.1,896784.3833333333,1.6034271725826192,1.791759469228055,13.39025235251452,11.78082056000337,1.0,6.123233995736766e-17,2,1,0.4914972023645066,Mantener,501359.3243141174,546640.6756858826
1004,BANDA 9124XX MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),9/03/2026,2026,3,9,1,8.0,1048000.0,131000.0,8,0,Baja,2026-03-09,1417000.0,653600.0,260000.0,1738106.3,125000.0,883902.1,918884.3833333333,1.3520992366412214,2.1972245773362196,13.862395098061143,11.782960235741939,1.0,6.123233995736766e-17,2,1,0.29733116625843836,Mantener,565763.7040065473,851236.2959934527
1004,BANDA 9124XX MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),10/03/2026,2026,3,10,2,11.0,1417000.0,130000.0,6,1,Baja,2026-03-10,130000.0,1048000.0,653600.0,260000.0,2476600.0,653866.6666666666,1072717.7166666666,0.09174311926605505,2.4849066497880004,14.164053224388871,11.775297421715827,1.0,6.123233995736766e-17,2,0,0.29794178337281635,Mantener,524260.36693405587,394260.36693405587
1005,BANDA 9124X MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),25/02/2026,2026,2,25,3,6.0,740000.0,123333.33,6,0,Baja,2026-02-25,1915000.0,360000.0,30799.62,125000.0,887109.3,171933.20666666667,345602.0033333334,2.5878378378378377,1.9459101490553132,13.51440681653079,11.722654077000726,0.8660254037844386,0.5000000000000001,2,1,0.31334763532578663,Mantener,311064.6568349095,1603935.3431650905
1005,BANDA 9124X MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),26/02/2026,2026,2,26,4,16.0,1915000.0,120714.29,14,1,Baja,2026-02-26,798400.75,740000.0,360000.0,30799.62,295703.1,376933.2066666667,321083.7866666668,0.41691945169712796,2.833213344056216,14.46522870278996,11.701190076776017,0.8660254037844386,0.5000000000000001,2,0,0.07698801318684968,Mantener,275339.3212274495,523061.4287725505
1005,BANDA 9124X MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),10/03/2026,2026,3,10,2,5.0,625000.0,125000.0,5,0,Baja,2026-03-10,375000.0,237500.0,125000.0,798400.75,360000.0,386966.9166666667,695983.4583333334,0.6,1.791759469228055,13.345508528717259,11.736077016252437,1.0,6.123233995736766e-17,2,0,0.36393068371766235,Mantener,363503.7786467974,11496.221353202593
1005,BANDA 9124X MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),20/03/2026,2026,3,20,5,9.0,1090000.0,120625.0,8,0,Baja,2026-03-20,122000.0,68832.27,375000.0,625000.0,798400.75,356277.42333333334,371622.1700000001,0.11192660550458716,2.302585092994046,13.901689171636098,11.700450128762364,1.0,6.123233995736766e-17,2,0,0.18318369873824725,Mantener,346733.31209090556,224733.31209090556
1006,BANDA 9124E MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),20/11/2025,2025,11,20,4,9.0,999000.0,111000.0,5,0,Alta,2025-11-20,333000.0,55500.0,551807.76,315000.0,219000.0,307435.92,337051.29333333333,0.3333333333333333,2.302585092994046,13.81451105863119,11.6172944892629,-0.5000000000000004,0.8660254037844384,2,0,0.22317369401620402,Mantener,320892.7621435739,12107.237856426102
1006,BANDA 9124E MEDIO JUEGO INCOLBEST (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Del) / (PAREJO MARCA ADAPTACIÃƒÆ’Ã¢â‚¬Å“N - TIPO Busetas en 8 segmentos UBIC Tras),20/01/2026,2026,1,20,2,13.0,932711.64,77981.98,4,0,Baja,2026-01-20,275903.88,5.0,333000.0,275903.88,333000.0,202969.62666666668,175318.31333333332,0.29580833793389777,2.6390573296152584,13.745852436676305,11.264245876733321,0.49999999999999994,0.8660254037844387,2,0,0.27004635881455274,Mantener,197902.47472496363,78001.40527503638
1007,SEPARADOR RING,23/02/2026,2026,2,23,1,7.0,59500.0,8500.0,7,0,Baja,2026-02-23,8500.0,30940.0,26000.0,127000.0,165100.0,61313.333333333336,126006.66666666667,0.14285714285714285,2.0794415416798357,10.993748398115178,9.04793908261736,0.8660254037844386,0.5000000000000001,0,0,0.5119187526998106,Mantener,,
1009,BANDA 9131E MEDIO JUEGO INCOLBEST (PAREJO MARCA CHEVROLET 2009-2012 TIPO CYZ 14.3 LTS MT UBIC Del) / (PAREJO MARCA CHEVROLET 2001-2012 TIPO LV 150 UBIC Del) // (PAREJO MARCA CHEVROLET   2007- TIPO LV 150 UBIC Del) //  //  //  //  //,9/12/2024,2024,12,9,1,10.0,1650000.0,165000.0,5,0,Alta,2024-12-09,184968.44,924842.2,508625.2,346872.83,627368.0,593446.7433333333,514433.455,0.11210208484848486,2.3978952727983707,14.316286451937186,12.013706813470414,-2.4492935982947064e-16,1.0,2,0,0.14005004647753072,Mantener,,
1010,TUERCA ALTA 3/8 RF.,14/10/2025,2025,10,14,2,88.0,35200.0,400.0,22,0,Baja,2025-10-14,1600.0,12000.0,400.0,800.0,400.0,4400.0,3025.0,0.045454545454545456,4.48863636973214,10.468829770273567,5.993961427306569,-0.8660254037844386,0.5000000000000001,0,0,0.09692702852845832,Mantener,,
1012,BANDA 9132E MEDIO JUEGO INCOLBEST (PAREJO MARCA CHEVROLET - TIPO LV 150 UBIC Tras) / (PAREJO MARCA CHEVROLET 2009-2012 TIPO CYZ 14.3 LTS MT UBIC Tras) // (PAREJO MARCA CHEVROLET 2001-2012 TIPO LV 150 UBIC Tras) // (PAREJO MARCA CHEVROLET   2007- TIPO LV,27/02/2026,2026,2,27,5,9.0,2070000.0,230000.0,6,0,Baja,2026-02-27,460000.0,84343.98,1.0,230000.0,4606567.35,104781.65999999999,1337739.13,0.2222222222222222,2.302585092994046,14.543059648333223,12.345838935721968,0.8660254037844386,0.5000000000000001,2,0,0.2862551452044904,Mantener,151710.52659046897,308289.47340953106
1012,BANDA 9132E MEDIO JUEGO INCOLBEST (PAREJO MARCA CHEVROLET - TIPO LV 150 UBIC Tras) / (PAREJO MARCA CHEVROLET 2009-2012 TIPO CYZ 14.3 LTS MT UBIC Tras) // (PAREJO MARCA CHEVROLET 2001-2012 TIPO LV 150 UBIC Tras) // (PAREJO MARCA CHEVROLET   2007- TIPO LV,12/03/2026,2026,3,12,4,4.0,920000.0,230000.0,4,0,Baja,2026-03-12,77268.33,460000.0,2070000.0,84343.98,1765522.45,871447.9933333333,768311.2383333333,0.0839873152173913,1.6094379124341003,13.732130035981154,12.345838935721968,1.0,6.123233995736766e-17,2,0,0.4158823141091544,Mantener,315685.6512342029,238417.3212342029
1013,BANDA 9133XX MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE,29/12/2025,2025,12,29,1,10.0,1240000.0,124000.0,11,0,Alta,2025-12-29,372000.0,124000.0,1336000.0,16.5,821035.0,486672.1666666667,420175.25,0.3,2.3978952727983707,14.030622744032508,11.728044909070785,-2.4492935982947064e-16,1.0,2,0,0.14317110715871637,Mantener,270784.9037106654,101215.09628933459
1013,BANDA 9133XX MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE,15/01/2026,2026,1,15,4,5.0,600160.0,124000.0,5,1,Baja,2026-01-15,186000.0,372000.0,1240000.0,124000.0,116000.0,578666.6666666666,531336.0833333334,0.30991735537190085,1.791759469228055,13.304953231536667,11.728044909070785,0.49999999999999994,0.8660254037844387,2,0,0.46971784381980464,Mantener,285543.04786325846,99543.04786325846
1013,BANDA 9133XX MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE,27/01/2026,2026,1,27,2,13.0,1224229.0,116330.73,4,0,Baja,2026-01-27,635000.0,127000.0,368000.0,719200.0,372000.0,404733.3333333333,395393.3333333333,0.5186938064692145,2.6390573296152584,14.01782263289855,11.664201130186521,0.49999999999999994,0.8660254037844387,2,0,0.13923102170628426,Mantener,296058.3603655401,338941.6396344599
1013,BANDA 9133XX MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE,30/01/2026,2026,1,30,5,4.0,496000.0,124000.0,4,0,Baja,2026-01-30,762000.0,635000.0,1224229.0,127000.0,186000.0,662076.3333333334,543238.1666666666,1.5362903225806452,1.6094379124341003,13.114333221834064,11.728044909070785,0.49999999999999994,0.8660254037844387,2,1,0.4839010047917992,Mantener,317343.4803030097,444656.5196969903
1013,BANDA 9133XX MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE,9/02/2026,2026,2,9,1,7.5,952500.0,127000.0,5,0,Baja,2026-02-09,821398.5,762000.0,496000.0,635000.0,368000.0,631000.0,602038.1666666666,0.8623606299212598,2.1400661634962708,13.766846435851209,11.751950239425476,0.8660254037844386,0.5000000000000001,2,0,0.1694087703922204,Mantener,453462.73539531813,367935.76460468187
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,6/12/2025,2025,12,6,6,4.0,458000.0,114800.0,5,0,Alta,2025-12-06,109000.0,116000.0,115000.0,290000.0,225000.0,173666.66666666666,235666.66666666666,0.23799126637554585,1.6094379124341003,13.034626646500051,11.650955473631058,-2.4492935982947064e-16,1.0,2,0,0.43883452872277395,Mantener,179593.63556479555,70593.63556479555
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,19/12/2025,2025,12,19,5,3.5,345000.0,95666.67,6,0,Alta,2025-12-19,880000.0,20.5,109000.0,458000.0,290000.0,189006.83333333334,181336.75,2.550724637681159,1.5040773967762742,12.75130259456002,11.46863569382353,-2.4492935982947064e-16,1.0,0,1,0.4469367984606611,Mantener,146807.142542377,733192.857457623
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,22/12/2025,2025,12,22,1,8.0,880000.0,110000.0,8,0,Alta,2025-12-22,110000.0,345000.0,20.5,109000.0,115000.0,151340.16666666666,190503.41666666666,0.125,2.1972245773362196,13.68767832281738,11.608244735642321,-2.4492935982947064e-16,1.0,2,0,0.27301797851623877,Mantener,126902.61232203903,16902.61232203903
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,17/01/2026,2026,1,17,6,15.0,1484802.0,107714.36,14,1,Baja,2026-01-17,230000.0,116000.0,110000.0,880000.0,109000.0,368666.6666666667,260003.41666666666,0.15490280858996688,2.772588722239781,14.21079266148617,11.587247471359847,0.49999999999999994,0.8660254037844387,2,0,0.10439340078096457,Mantener,191334.5175784879,38665.482421512104
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,4/03/2026,2026,3,4,3,3.5,414000.0,118833.33,6,0,Baja,2026-03-04,60500.0,119000.0,120000.0,1.5,1484802.0,79667.16666666667,402698.9116666666,0.1461352657004831,1.5040773967762742,12.933623668263472,11.68548561722998,1.0,6.123233995736766e-17,2,0,0.37405889034246353,Mantener,125852.36055309894,65352.360553098944
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,24/03/2026,2026,3,24,2,13.0,1495000.0,115000.0,7,0,Baja,2026-03-24,484000.0,222000.0,230000.0,60500.0,120000.0,170833.33333333334,194250.0,0.3237458193979933,2.6390573296152584,14.217637433703022,11.652696102959753,1.0,6.123233995736766e-17,2,0,0.06890570403677447,Mantener,206889.58387262994,277110.4161273701
1015,BANDA 9133E MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,22/12/2025,2025,12,22,1,18.0,1944000.0,108000.0,9,0,Alta,2025-12-22,1074000.0,54000.0,636004.0,105000.0,216000.0,265001.3333333333,366500.6666666667,0.5524691358024691,2.9444389791664403,14.48025877840568,11.58989576532275,-2.4492935982947064e-16,1.0,2,0,0.06119342101614016,Mantener,249452.386004573,824547.613995427
1015,BANDA 9133E MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,23/12/2025,2025,12,23,2,10.0,1074000.0,107400.0,10,0,Alta,2025-12-23,108000.0,1944000.0,54000.0,636004.0,108000.0,878001.3333333334,654500.6666666666,0.1005586592178771,2.3978952727983707,13.88690148514921,11.58432477200052,-2.4492935982947064e-16,1.0,2,0,0.18283114420579746,Mantener,177287.23840261088,69287.23840261088
1015,BANDA 9133E MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,21/01/2026,2026,1,21,3,3.0,324000.0,108000.0,4,0,Baja,2026-01-21,324000.0,210000.0,102000.0,108000.0,54000.0,140000.0,582000.0,1.0,1.3862943611198906,12.688501881189456,11.58989576532275,0.49999999999999994,0.8660254037844387,0,0,0.42216634444469503,Mantener,131089.2523946644,192910.7476053356
1015,BANDA 9133E MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,11/02/2026,2026,2,11,3,4.0,460000.0,115000.0,4,0,Baja,2026-02-11,100000.0,0.5,432755.4,324000.0,102000.0,252251.96666666667,232125.9833333333,0.21739130434782608,1.6094379124341003,13.038983942375959,11.652696102959753,0.8660254037844386,0.5000000000000001,2,0,0.4994155959344864,Mantener,184629.75363318532,84629.75363318532
1016,BANDA 9134XX MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBIS,13/01/2026,2026,1,13,2,11.0,1714000.0,155818.18,11,0,Baja,2026-01-13,1.5,467000.0,316000.0,158000.0,158000.0,313666.6666666667,288500.0,8.751458576429405e-07,2.4849066497880004,14.354340961570264,11.95645151138865,0.49999999999999994,0.8660254037844387,2,0,0.0303722110799763,Mantener,28945.54438723313,28944.04438723313
1016,BANDA 9134XX MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBIS,18/02/2026,2026,2,18,3,5.0,686030.17,143526.03,5,1,Baja,2026-02-18,12815.22,2.0,237000.0,158000.0,1714000.0,131667.33333333334,430333.9166666667,0.01868025716711555,1.791759469228055,13.438678342993564,11.874278658813187,0.8660254037844386,0.5000000000000001,2,0,0.39557572147309816,Mantener,100826.87931985337,88011.65931985337
1016,BANDA 9134XX MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBIS,25/03/2026,2026,3,25,3,8.0,1248200.0,158000.0,8,1,Baja,2026-03-25,460000.0,53587.19,428697.5,12815.22,237000.0,165033.30333333332,236355.34666666668,0.3685306841852267,2.1972245773362196,14.03721387263542,11.970356641102999,1.0,6.123233995736766e-17,2,0,0.17270921026345631,Mantener,237400.95747577617,222599.04252422383
1017,BANDA 9134X MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,2/02/2026,2026,2,2,1,7.0,1071000.0,153000.0,7,0,Baja,2026-02-02,917812.6,2297437.8,300000.0,1152000.0,2.0,1249812.5999999999,1802542.0666666664,0.8569678804855275,2.0794415416798357,13.884104283136265,11.938199736300925,0.8660254037844386,0.5000000000000001,2,0,0.312441247539452,Mantener,688525.6971747652,229286.9028252348
1017,BANDA 9134X MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,18/02/2026,2026,2,18,3,7.5,874158.3,139129.05,5,1,Baja,2026-02-18,76500.0,6.5,917812.6,1071000.0,1152000.0,662939.7000000001,956376.1499999999,0.08751275369689906,2.1400661634962708,13.681017903475569,11.843164386211981,0.8660254037844386,0.5000000000000001,2,0,0.445491077179024,Mantener,268211.50164264906,191711.50164264906
1017,BANDA 9134X MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,26/02/2026,2026,2,26,4,16.0,2448000.0,153000.0,16,0,Baja,2026-02-26,153000.0,76500.0,874158.3,6.5,2297437.8,316888.26666666666,872819.2000000001,0.0625,2.833213344056216,14.710782331111002,11.938199736300925,0.8660254037844386,0.5000000000000001,2,0,0.17890304991557174,Mantener,360033.98626954504,207033.98626954504
1018,BANDA 9134E MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,14/01/2026,2026,1,14,3,4.0,570500.0,142625.0,8,0,Baja,2026-01-14,718000.0,1413000.0,1144000.0,37.0,67500.0,852345.6666666666,597385.8433333334,1.2585451358457493,1.6094379124341003,13.25427020113111,11.867981098533312,0.49999999999999994,0.8660254037844387,2,1,0.4856560906872615,Mantener,206150.30917622527,511849.6908237747
1018,BANDA 9134E MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,15/01/2026,2026,1,15,4,5.0,718000.0,143600.0,5,0,Baja,2026-01-15,432000.0,570500.0,1413000.0,1144000.0,536778.06,1042500.0,681219.1766666666,0.6016713091922006,1.791759469228055,13.484226240787052,11.874793899360315,0.49999999999999994,0.8660254037844387,2,0,0.5853879161263862,Reforzar stock,481230.13289313857,49230.132893138565
