Código Producto,Fecha,Ventas Actuales,Ventas Reales Futuras,Ventas Predichas,Precio Promedio,Frecuencia,Cluster,Error Absoluto ($),Error (%)
426,2022-07-01,17.0,6.0,8.71,38593.51,7,0,2.71,45.16
64,2022-07-01,3.0,14.0,13.52,90166.67,3,0,0.48,3.41
624,2022-07-01,25.0,61.0,45.16,715.38,12,1,15.84,25.96
64,2022-07-01,14.0,2.0,8.97,95000.0,14,0,6.97,348.57
356,2022-07-01,15.0,10.0,10.12,41453.33,15,0,0.12,1.16
356,2022-07-01,4.0,15.0,10.84,40000.0,4,0,4.16,27.72
430,2022-07-01,4.0,19.0,20.38,34666.67,3,0,1.38,7.25
430,2022-07-01,19.0,13.0,16.19,35190.1,10,0,3.19,24.52
644,2022-07-01,10.0,1.0,10.96,26720.0,10,0,9.96,995.82
355,2022-07-01,3.0,2.0,10.51,31700.0,3,0,8.51,425.3
431,2022-07-01,125.0,29.0,30.07,41607.15,84,1,1.07,3.69
355,2022-07-01,4.0,3.0,11.51,34000.0,4,0,8.51,283.65
362,2022-07-01,7.0,78.0,58.34,1600.0,3,0,19.66,25.2
420,2022-07-01,5.0,1.0,9.6,1.0,1,1,8.6,859.73
296,2022-07-01,142.0,2.0,10.46,18818.47,7,1,8.46,422.97
363,2022-07-01,257.0,15.0,21.89,1498.94,94,1,6.89,45.95
633,2022-07-01,15.0,33.0,20.73,866.67,9,1,12.27,37.17
385,2022-07-01,54.0,70.0,56.28,54150.85,13,0,13.72,19.6
385,2022-07-01,70.0,10.0,22.9,59557.15,28,0,12.9,128.96
380,2022-07-01,2.0,2.0,10.81,1.0,1,1,8.81,440.31
631,2022-07-01,141.0,52.0,48.39,1144.32,88,1,3.61,6.94
634,2022-07-01,103.0,9.0,14.78,500.0,66,1,5.78,64.21
38,2022-07-01,7.0,1.0,9.28,295400.0,7,0,8.28,828.31
38,2022-07-01,7.0,7.0,8.9,260605.33,3,0,1.9,27.21
396,2022-07-01,4.0,42.0,29.94,38000.0,3,0,12.06,28.72
375,2022-07-01,91.0,5.0,9.44,49888.81,26,0,4.44,88.7
396,2022-07-01,42.0,24.0,17.61,41023.08,26,0,6.39,26.61
629,2022-07-01,15.0,46.0,29.52,2266.67,6,0,16.48,35.82
401,2022-07-01,3.0,6.0,11.6,30000.33,3,0,5.6,93.36
406,2022-07-01,12.0,7.0,9.36,31655.5,2,0,2.36,33.68
406,2022-07-01,7.0,1.0,9.8,43550.0,4,0,8.8,879.57
635,2022-07-01,3.0,27.0,17.63,12300.0,2,0,9.37,34.71
635,2022-07-01,27.0,20.0,12.48,12737.5,24,0,7.52,37.6
370,2022-07-01,179.0,15.0,31.63,98000.01,99,1,16.63,110.85
627,2022-07-01,67.0,1.0,11.84,500.0,66,1,10.84,1084.49
369,2022-07-01,164.0,42.0,32.11,78933.71,85,1,9.89,23.54
627,2022-07-01,4.0,67.0,31.94,500.0,2,0,35.06,52.33
623,2022-07-01,94.0,25.0,23.34,1308.16,49,1,1.66,6.63
349,2022-07-01,19.0,13.0,10.57,11821.05,19,0,2.43,18.66
349,2022-07-01,3.0,19.0,13.01,12300.0,2,0,5.99,31.52
647,2022-07-01,125.0,5.0,10.43,5167.92,13,1,5.43,108.67
44,2022-07-01,3.0,2.0,9.06,30000.0,3,0,7.06,353.1
44,2022-07-01,2.0,2.0,8.73,31450.0,2,0,6.73,336.46
308,2022-07-01,16.0,1.0,10.05,21106.25,16,0,9.05,904.51
308,2022-07-01,2.0,16.0,9.78,20250.0,2,0,6.22,38.88
442,2022-07-01,7.0,20.0,20.29,36187.5,4,0,0.29,1.46
301,2022-07-01,4.0,3.0,10.04,41600.0,4,0,7.04,234.57
442,2022-07-01,20.0,34.0,21.42,36927.27,11,0,12.58,37.01
301,2022-07-01,25.0,4.0,9.23,36650.0,6,0,5.23,130.64
443,2022-07-01,4.0,20.0,19.39,45750.0,4,0,0.61,3.03
443,2022-07-01,20.0,10.0,16.31,42947.42,19,0,6.31,63.14
673,2022-07-01,14.0,15.0,15.13,25766.67,3,0,0.13,0.84
444,2022-07-01,4.0,2.0,8.27,55916.67,3,0,6.27,313.42
673,2022-07-01,15.0,4.0,11.86,26232.14,14,0,7.86,196.55
300,2022-07-01,16.0,40.0,28.5,15150.0,16,0,11.5,28.76
300,2022-07-01,15.0,16.0,25.26,15187.5,12,0,9.26,57.89
444,2022-07-01,2.0,5.0,8.85,58000.0,2,0,3.85,76.92
615,2022-07-01,6.0,1.0,12.81,5800.0,6,0,11.81,1181.0
297,2022-07-01,1.0,1.0,8.35,12700.0,1,0,7.35,734.73
297,2022-07-01,1.0,1.0,10.04,12000.0,1,0,9.04,904.13
681,2022-07-01,1.0,3.0,11.25,10000.0,1,0,8.25,275.05
681,2022-07-01,3.0,5.0,9.6,10400.0,3,0,4.6,92.05
309,2022-07-01,9.0,31.0,14.93,49694.44,9,0,16.07,51.85
662,2022-07-01,68.0,12.0,11.22,11778.11,45,1,0.78,6.5
662,2022-07-01,1.0,68.0,25.11,12000.0,1,0,42.89,63.07
622,2022-07-01,11.0,63.0,14.66,1700.0,4,0,48.34,76.74
323,2022-07-01,7.0,1.0,8.64,63300.0,7,0,7.64,764.49
323,2022-07-01,1.0,7.0,13.51,65000.0,1,0,6.51,93.02
648,2022-07-01,2.0,29.0,10.19,6000.0,1,0,18.81,64.88
648,2022-07-01,29.0,20.0,10.91,1.0,2,1,9.09,45.44
318,2022-07-01,9.0,1.0,9.1,20244.44,9,0,8.1,809.81
318,2022-07-01,2.0,9.0,10.19,22500.0,2,0,1.19,13.2
432,2022-07-01,5.0,27.0,17.39,18333.33,3,0,9.61,35.58
432,2022-07-01,27.0,5.0,11.26,19584.31,12,0,6.26,125.23
655,2022-07-01,158.0,2.0,8.85,3400.08,13,1,6.85,342.46
658,2022-07-01,144.0,22.0,24.07,4897.92,48,1,2.07,9.43
309,2022-07-01,31.0,4.0,13.23,47517.24,29,0,9.23,230.64
313,2022-07-01,26.0,5.0,14.69,109407.69,26,0,9.69,193.72
313,2022-07-01,9.0,26.0,20.09,96083.33,9,0,5.91,22.74
434,2022-07-01,45.0,77.0,24.2,25897.8,10,0,52.8,68.57
434,2022-07-01,77.0,40.0,31.92,25776.48,52,1,8.08,20.21
659,2022-07-01,13.0,72.0,41.49,2742.86,7,0,30.51,42.37
659,2022-07-01,72.0,5.0,15.49,2706.48,54,1,10.49,209.89
620,2022-07-01,222.0,28.0,29.64,1494.89,57,1,1.64,5.85
312,2022-07-01,66.0,5.0,9.24,83180.3,66,0,4.24,84.78
312,2022-07-01,6.0,66.0,22.3,90000.0,6,0,43.7,66.22
2482,2022-07-01,200.0,17.0,16.15,2086.29,105,1,0.85,4.99
527,2022-07-01,27.0,13.0,16.47,12693.75,16,0,3.47,26.73
633,2022-07-01,17.0,15.0,31.03,893.75,8,1,16.03,106.89
234,2022-07-01,2.0,2.0,8.99,80000.0,2,0,6.99,349.41
728,2022-07-01,113.0,4.0,11.8,180.6,5,1,7.8,195.05
216,2022-07-01,21.0,6.0,7.51,97857.14,21,0,1.51,25.11
238,2022-07-01,1.0,4.0,9.3,315600.0,1,0,5.3,132.38
2343,2022-07-01,355.0,12.0,21.28,18910.28,89,1,9.28,77.36
548,2022-07-01,2.0,1.0,10.27,8712.5,2,0,9.27,927.42
548,2022-07-01,1.0,28.0,11.38,9050.0,1,0,16.62,59.34
584,2022-07-01,98.0,23.0,17.95,16758.04,23,1,5.05,21.94
2160,2022-07-01,2.0,3.0,12.99,6500.0,2,0,9.99,332.92
558,2022-07-01,4.0,2.0,9.5,4475.0,4,0,7.5,375.25
2327,2022-07-01,2.0,1.0,7.92,17000.0,2,0,6.92,692.33
2160,2022-07-01,3.0,2.0,10.4,7000.0,3,0,8.4,420.05
2161,2022-07-01,2.0,1.0,11.28,30000.0,1,0,10.28,1027.84
549,2022-07-01,132.0,17.0,21.58,4803.7,81,1,4.58,26.93
2318,2022-07-01,15.0,14.0,10.31,2450.0,2,0,3.69,26.37
2264,2022-07-01,10.0,9.0,8.86,133110.0,10,0,0.14,1.59
2161,2022-07-01,1.0,20.0,11.08,31000.0,1,0,8.92,44.61
216,2022-07-01,1.0,21.0,11.39,90000.0,1,0,9.61,45.74
547,2022-07-01,54.0,2.0,11.74,9000.0,53,1,9.74,486.94
546,2022-07-01,2.0,4.0,12.54,15800.0,1,0,8.54,213.41
585,2022-07-01,3.0,11.0,9.94,28466.67,3,0,1.06,9.62
239,2022-07-01,26.0,8.0,11.14,306000.0,10,0,3.14,39.19
574,2022-07-01,11.0,46.0,22.64,6936.36,11,0,23.36,50.79
2103,2022-07-01,638.0,21.0,15.23,428.71,21,1,5.77,27.46
561,2022-07-01,103.0,9.0,9.78,5721.91,23,1,0.78,8.64
239,2022-07-01,4.0,26.0,14.17,242450.0,2,0,11.83,45.5
2137,2022-07-01,3.0,4.0,10.83,15000.0,3,0,6.83,170.8
2149,2022-07-01,2.0,6.0,8.42,89500.0,1,0,2.42,40.38
2389,2022-07-01,1.0,30.0,25.3,15000.0,1,0,4.7,15.67
2384,2022-07-01,33.0,2.0,9.15,35625.25,4,0,7.15,357.54
585,2022-07-01,6.0,3.0,11.27,23000.0,6,0,8.27,275.77
215,2022-07-01,1.0,4.0,8.14,116100.0,1,0,4.14,103.46
2388,2022-07-01,2.0,9.0,12.56,14000.0,2,0,3.56,39.5
881,2022-07-01,3.0,1.0,7.11,2533.33,3,0,6.11,611.19
881,2022-07-01,2.0,3.0,8.18,2650.0,2,0,5.18,172.73
558,2022-07-01,2.0,38.0,11.8,5100.0,2,0,26.2,68.94
547,2022-07-01,9.0,54.0,26.82,8731.25,4,0,27.18,50.33
2264,2022-07-01,6.0,10.0,11.31,108166.67,6,0,1.31,13.08
557,2022-07-01,4.0,1.0,9.36,7000.0,4,0,8.36,836.39
583,2022-07-01,6.0,17.0,11.92,41100.0,2,0,5.08,29.91
819,2022-07-01,151.0,5.0,19.79,1100.0,59,1,14.79,295.77
2213,2022-07-01,66.0,10.0,13.11,104674.21,38,0,3.11,31.06
2213,2022-07-01,11.0,66.0,34.38,59070.22,8,0,31.62,47.91
577,2022-07-01,299.0,43.0,30.37,4463.47,60,1,12.63,29.37
857,2022-07-01,157.0,12.0,11.47,3200.0,77,1,0.53,4.41
556,2022-07-01,8.0,12.0,11.76,13071.43,7,0,0.24,2.03
554,2022-07-01,59.0,18.0,18.19,3698.25,57,1,0.19,1.05
579,2022-07-01,94.0,2.0,7.76,4084.78,19,1,5.76,288.1
221,2022-07-01,2.0,17.0,12.02,159000.0,2,0,4.98,29.28
557,2022-07-01,1.0,4.0,10.73,6000.0,1,0,6.73,168.13
2193,2022-07-01,34.0,46.0,9.84,2600.0,10,1,36.16,78.61
578,2022-07-01,16.0,9.0,13.46,8000.0,16,0,4.46,49.56
2172,2022-07-01,157.0,10.0,15.96,804.71,85,1,5.96,59.59
578,2022-07-01,5.0,16.0,14.11,8845.0,3,0,1.89,11.8
218,2022-07-01,11.0,4.0,12.81,147700.0,11,0,8.81,220.27
218,2022-07-01,8.0,11.0,20.3,142833.33,6,0,9.3,84.52
555,2022-07-01,3.0,41.0,10.58,3000.0,3,0,30.42,74.2
2228,2022-07-01,1.0,6.0,11.06,27000.0,1,0,5.06,84.28
217,2022-07-01,55.0,26.0,10.89,316500.0,55,0,15.11,58.12
798,2022-07-01,49.0,7.0,12.91,3136.0,25,1,5.91,84.44
798,2022-07-01,11.0,49.0,30.6,3000.0,6,0,18.4,37.55
863,2022-07-01,1.0,4.0,10.08,1100.0,1,0,6.08,152.07
2166,2022-07-01,4.0,29.0,14.91,16700.0,2,0,14.09,48.6
2166,2022-07-01,29.0,21.0,11.36,23944.83,29,0,9.64,45.9
583,2022-07-01,9.0,6.0,11.93,35000.0,5,0,5.93,98.82
2256,2022-07-01,41.0,2.0,7.82,52800.0,3,0,5.82,290.99
2240,2022-07-01,47.0,9.0,11.94,2565.0,17,1,2.94,32.63
2240,2022-07-01,3.0,47.0,18.36,2500.0,3,0,28.64,60.94
2239,2022-07-01,68.0,6.0,12.2,3202.7,37,1,6.2,103.34
2239,2022-07-01,8.0,68.0,42.93,3000.0,6,0,25.07,36.86
2168,2022-07-01,2.0,3.0,10.1,30000.0,1,0,7.1,236.65
552,2022-07-01,283.0,39.0,30.81,8936.55,88,1,8.19,21.0
553,2022-07-01,188.0,41.0,28.09,4461.98,46,1,12.91,31.48
2481,2022-07-01,22.0,7.0,10.76,18333.67,3,0,3.76,53.76
2168,2022-07-01,3.0,30.0,10.71,31700.0,3,0,19.29,64.29
554,2022-07-01,7.0,59.0,40.13,3666.67,6,0,18.87,31.98
574,2022-07-01,5.0,11.0,20.52,6637.5,4,0,9.52,86.55
2388,2022-07-01,9.0,2.0,9.46,14619.56,9,0,7.46,372.77
555,2022-07-01,41.0,8.0,13.44,2636.36,29,1,5.44,68.05
2081,2022-07-01,1.0,27.0,12.82,22000.0,1,0,14.18,52.53
2407,2022-07-01,5.0,6.0,17.49,2100.0,3,0,11.49,191.44
586,2022-07-01,3.0,53.0,8.8,18000.0,3,0,44.2,83.41
570,2022-07-01,180.0,12.0,12.39,17713.11,65,1,0.39,3.27
2437,2022-07-01,1.0,2.0,10.28,15000.0,1,0,8.28,414.19
543,2022-07-01,7.0,60.0,12.2,21150.0,7,0,47.8,79.66
564,2022-07-01,10.0,4.0,8.92,12083.33,6,0,4.92,123.12
2078,2022-07-01,19.0,27.0,18.4,1.0,1,1,8.6,31.86
713,2022-07-01,147.0,21.0,24.05,1031.16,19,1,3.05,14.53
564,2022-07-01,4.0,12.0,8.98,11526.0,4,0,3.02,25.14
715,2022-07-01,797.0,3.0,12.49,134.17,6,1,9.49,316.34
586,2022-07-01,53.0,4.0,11.19,12382.35,51,1,7.19,179.69
2430,2022-07-01,5.0,6.0,7.63,1300.0,3,0,1.63,27.18
241,2022-07-01,612.0,13.0,18.69,4126.13,116,1,5.69,43.75
208,2022-07-01,32.0,9.0,9.88,153890.41,8,0,0.88,9.8
573,2022-07-01,28.0,52.0,17.0,7000.0,19,0,35.0,67.31
714,2022-07-01,308.0,1.0,16.8,850.44,62,1,15.8,1580.34
544,2022-07-01,1.0,1.0,10.44,16400.0,1,0,9.44,943.86
905,2022-07-01,5.0,16.0,12.44,28280.0,5,0,3.56,22.24
208,2022-07-01,2.0,32.0,12.15,150000.0,2,0,19.85,62.02
243,2022-07-01,10.0,2.0,9.74,3250.0,4,0,7.74,387.17
567,2022-07-01,1.0,24.0,17.19,15800.0,1,0,6.81,28.38
243,2022-07-01,2.0,3.0,8.31,3200.0,2,0,5.31,177.14
543,2022-07-01,60.0,1.0,12.14,20489.62,5,0,11.14,1114.11
567,2022-07-01,13.0,1.0,14.43,15386.36,10,0,13.43,1343.34
572,2022-07-01,5.0,8.0,10.72,12700.0,4,0,2.72,33.95
2407,2022-07-01,51.0,5.0,14.57,1245.63,2,1,9.57,191.49
2437,2022-07-01,2.0,1.0,8.47,15800.0,2,0,7.47,746.82
710,2022-07-01,46.0,9.0,13.91,1183.58,12,1,4.91,54.54
2394,2022-07-01,33.0,6.0,14.21,11904.39,23,0,8.21,136.91
571,2022-07-01,82.0,8.0,8.73,12029.04,7,1,0.73,9.1
906,2022-07-01,14.0,10.0,10.21,32053.57,14,0,0.21,2.09
907,2022-07-01,14.0,2.0,10.19,33800.0,14,0,8.19,409.42
2394,2022-07-01,38.0,33.0,24.73,9875.0,8,0,8.27,25.06
544,2022-07-01,12.0,1.0,11.39,15666.67,12,0,10.39,1039.32
2404,2022-07-01,7.0,5.0,18.68,5625.25,4,0,13.68,273.5
587,2022-07-01,16.0,4.0,11.37,9500.0,16,0,7.37,184.17
904,2022-07-01,32.0,17.0,14.01,27660.0,10,0,2.99,17.58
904,2022-07-01,4.0,32.0,16.03,50000.0,4,0,15.97,49.9
540,2022-07-01,232.0,11.0,17.11,10883.24,37,1,6.11,55.56
587,2022-07-01,20.0,16.0,10.67,12662.86,14,0,5.33,33.29
434,2022-06-01,27.0,45.0,38.36,20235.53,17,0,6.64,14.75
1015,2022-06-01,15.0,6.0,12.74,87737.0,3,0,6.74,112.39
1004,2022-06-01,27.5,9.45,11.72,119054.64,12,0,2.27,23.99
556,2022-06-01,11.0,8.0,10.71,13700.0,11,0,2.71,33.84
385,2022-06-01,61.0,54.0,45.34,57403.03,34,0,8.66,16.03
1253,2022-06-01,26.0,3.0,9.07,177057.81,24,0,6.07,202.38
1169,2022-06-01,6.0,15.0,23.01,25562.5,4,0,8.01,53.42
1164,2022-06-01,4.0,2.0,15.14,466.67,3,0,13.14,657.03
1015,2022-06-01,6.0,20.5,11.3,113113.36,5,0,9.2,44.86
629,2022-06-01,23.0,15.0,14.14,2400.0,20,1,0.86,5.72
434,2022-06-01,74.0,27.0,22.81,25856.43,10,0,4.19,15.52
1164,2022-06-01,16.0,4.0,11.84,500.0,3,1,7.84,195.88
1265,2022-06-01,15.0,17.0,26.54,8676.92,13,0,9.54,56.1
1014,2022-06-01,7.5,41.5,30.66,97857.14,7,0,10.84,26.12
1169,2022-06-01,15.0,2.0,15.75,26327.27,11,0,13.75,687.54
1185,2022-06-01,60.0,33.0,19.71,13468.05,24,1,13.29,40.28
631,2022-06-01,140.0,59.0,50.45,1100.79,63,1,8.55,14.5
396,2022-06-01,34.0,34.0,35.86,19524.78,1,0,1.86,5.47
396,2022-06-01,34.0,4.0,15.52,28780.3,10,0,11.52,288.02
1002,2022-06-01,1.0,15.0,9.82,100800.0,1,0,5.18,34.52
577,2022-06-01,59.0,11.0,16.49,4516.67,18,1,5.49,49.95
622,2022-06-01,5.0,8.0,19.04,1700.0,2,0,11.04,138.01
570,2022-06-01,62.0,6.0,10.74,17900.0,27,0,4.74,78.97
570,2022-06-01,4.0,62.0,38.91,14500.0,2,0,23.09,37.25
1184,2022-06-01,143.0,48.0,36.99,15088.31,60,1,11.01,22.93
620,2022-06-01,16.0,16.0,31.12,1500.0,10,0,15.12,94.52
44,2022-06-01,17.0,3.0,10.66,1.0,1,1,7.66,255.4
1265,2022-06-01,211.0,15.0,26.83,7187.02,8,1,11.83,78.85
1004,2022-06-01,9.5,27.5,26.16,102355.5,7,0,1.34,4.87
620,2022-06-01,62.0,16.0,16.32,1350.38,6,1,0.32,2.03
1014,2022-06-01,41.5,17.0,16.0,111620.72,29,0,1.0,5.87
1002,2022-06-01,15.0,29.0,12.43,102600.1,10,0,16.57,57.12
556,2022-06-01,1.0,11.0,16.28,10000.0,1,0,5.28,47.97
629,2022-06-01,4.0,23.0,39.1,2300.0,2,0,16.1,69.99
425,2022-06-01,68.0,40.0,39.27,22564.88,17,0,0.73,1.82
622,2022-06-01,8.0,11.0,16.54,1700.0,4,0,5.54,50.4
424,2022-06-01,34.0,71.0,31.05,34312.19,2,0,39.95,56.26
424,2022-06-01,71.0,10.0,11.28,37321.67,11,0,1.28,12.77
431,2022-06-01,96.0,26.0,39.85,39800.06,53,1,13.85,53.25
T9547,2022-06-01,81.0,10.0,24.29,237.5,36,1,14.29,142.94
442,2022-06-01,61.0,25.0,20.29,29293.24,7,0,4.71,18.84
561,2022-06-01,2.0,18.0,12.82,5750.0,2,0,5.18,28.77
1206,2022-06-01,49.0,37.0,33.04,10690.0,40,1,3.96,10.69
430,2022-06-01,65.0,4.0,14.15,37484.91,33,0,10.15,253.69
561,2022-06-01,18.0,13.0,11.17,5800.0,9,0,1.83,14.07
1006,2022-06-01,18.0,18.5,12.04,81544.99,10,0,6.46,34.92
1009,2022-06-01,5.0,10.0,7.66,143828.07,3,0,2.34,23.43
430,2022-06-01,78.0,65.0,46.81,31193.98,7,0,18.19,27.98
574,2022-06-01,152.0,5.0,14.93,6565.13,30,1,9.93,198.66
624,2022-06-01,18.0,17.0,36.25,740.0,10,1,19.25,113.26
624,2022-06-01,17.0,25.0,30.13,700.0,14,1,5.13,20.51
T6525,2022-06-01,27.0,8.0,9.2,800.0,9,1,1.2,14.97
T9563,2022-06-01,101.0,5.0,12.28,236.17,47,1,7.28,145.68
T6525,2022-06-01,2.0,27.0,11.82,800.0,2,0,15.18,56.21
1206,2022-06-01,19.0,49.0,47.2,10176.47,17,0,1.8,3.68
626,2022-06-01,17.0,7.0,13.47,594.44,8,1,6.47,92.36
626,2022-06-01,10.0,17.0,15.3,660.0,3,0,1.7,10.02
425,2022-06-01,81.0,68.0,64.23,22413.86,5,0,3.77,5.55
1006,2022-06-01,1.0,18.0,12.96,93000.0,1,0,5.04,28.01
1211,2022-06-01,1.0,11.0,10.86,10000.0,1,0,0.14,1.31
T6534,2022-06-01,20.0,2.0,10.1,600.0,5,1,8.1,405.1
564,2022-06-01,4.0,22.0,11.29,12600.0,1,0,10.71,48.68
577,2022-06-01,23.0,59.0,33.58,4572.75,4,0,25.42,43.08
T6534,2022-06-01,2.0,20.0,17.35,600.0,1,0,2.65,13.23
1194,2022-06-01,2.0,12.0,12.88,8200.0,1,0,0.88,7.33
1005,2022-06-01,4.0,8.0,19.33,101000.0,3,0,11.33,141.58
1005,2022-06-01,8.0,17.05,15.69,89215.21,3,0,1.36,7.95
1013,2022-06-01,30.0,24.0,19.74,105900.72,19,0,4.26,17.74
627,2022-06-01,21.0,4.0,10.48,500.0,8,1,6.48,162.02
432,2022-06-01,16.0,5.0,11.39,13800.33,6,0,6.39,127.89
1195,2022-06-01,210.0,63.0,60.22,8414.71,68,1,2.78,4.41
432,2022-06-01,54.0,16.0,12.45,14787.91,4,0,3.55,22.2
1196,2022-06-01,2.0,23.0,30.12,8000.0,1,0,7.12,30.96
627,2022-06-01,6.0,21.0,20.45,500.0,3,0,0.55,2.62
1231,2022-06-01,115.0,50.0,32.08,10780.6,67,1,17.92,35.85
1211,2022-06-01,11.0,67.0,22.44,10566.67,5,0,44.56,66.5
1013,2022-06-01,18.5,30.0,25.13,102465.86,7,0,4.87,16.23
558,2022-06-01,1.0,10.0,10.34,4590.0,1,0,0.34,3.37
558,2022-06-01,10.0,4.0,8.88,5060.0,10,0,4.88,122.1
1196,2022-06-01,23.0,8.0,14.96,4912.16,3,0,6.96,87.02
623,2022-06-01,28.0,69.0,51.38,1254.55,11,1,17.62,25.54
623,2022-06-01,69.0,39.0,35.54,1307.69,26,1,3.46,8.87
564,2022-06-01,22.0,10.0,11.09,12700.0,22,0,1.09,10.94
567,2022-06-01,121.0,13.0,13.64,13208.09,20,1,0.64,4.94
540,2022-06-01,16.0,10.0,25.33,11000.0,16,0,15.33,153.33
618,2022-06-01,10.0,1.0,10.16,2300.0,10,0,9.16,915.67
T8728,2022-06-01,27.0,55.0,27.92,700.0,8,1,27.08,49.23
1075,2022-06-01,17.0,6.0,12.2,118228.72,9,0,6.2,103.37
532,2022-06-01,53.0,15.0,16.12,17570.0,10,0,1.12,7.48
593,2022-06-01,32.0,3.0,9.16,24890.7,23,0,6.16,205.22
1076,2022-06-01,1.0,1.0,8.39,220000.0,1,0,7.39,739.44
1052,2022-06-01,9.0,2.0,10.79,270021.0,4,0,8.79,439.45
1052,2022-06-01,4.5,9.0,14.46,244103.5,2,0,5.46,60.66
T7169,2022-06-01,7.0,4.0,12.24,400.0,7,1,8.24,206.08
594,2022-06-01,38.0,64.0,40.74,18582.27,10,0,23.26,36.35
594,2022-06-01,64.0,4.0,11.83,21066.67,39,0,7.83,195.76
586,2022-06-01,2.0,3.0,15.08,12500.0,1,0,12.08,402.66
586,2022-06-01,26.0,2.0,12.09,16902.0,4,0,10.09,504.5
T8729,2022-06-01,34.0,6.0,16.37,769.57,23,1,10.37,172.8
531,2022-06-01,1.0,2.0,11.29,21000.0,1,0,9.29,464.32
531,2022-06-01,1.0,1.0,11.26,24500.0,1,0,10.26,1025.71
633,2022-06-01,248.0,17.0,25.32,1190.56,26,1,8.32,48.97
527,2022-06-01,15.0,18.0,17.96,12590.91,11,0,0.04,0.22
527,2022-06-01,7.0,15.0,18.76,16571.43,7,0,3.76,25.09
1108,2022-06-01,26.0,4.0,13.12,6700.0,3,0,9.12,227.93
1108,2022-06-01,4.0,2.0,12.97,4250.5,2,0,10.97,548.48
1109,2022-06-01,52.0,42.0,27.65,8150.0,5,1,14.35,34.16
1048,2022-06-01,4.0,17.0,11.0,86975.0,4,0,6.0,35.29
1109,2022-06-01,42.0,7.0,15.68,5968.47,19,1,8.68,123.95
595,2022-06-01,2.0,28.0,15.36,11000.0,2,0,12.64,45.15
595,2022-06-01,28.0,3.0,14.53,10407.96,23,0,11.53,384.36
T7167,2022-06-01,36.0,2.0,13.27,211.11,9,1,11.27,563.69
T7167,2022-06-01,2.0,36.0,20.32,200.0,1,0,15.68,43.56
1048,2022-06-01,13.0,4.0,14.33,71117.5,3,0,10.33,258.37
1110,2022-06-01,36.0,20.0,32.9,9034.38,8,0,12.9,64.48
1110,2022-06-01,20.0,12.0,24.3,6810.86,7,0,12.3,102.48
532,2022-06-01,15.0,19.0,21.53,19428.57,14,0,2.53,13.31
T8728,2022-06-01,4.0,27.0,18.53,683.33,2,0,8.47,31.36
547,2022-06-01,17.0,9.0,13.6,9000.0,13,0,4.6,51.09
1074,2022-06-01,27.5,10.5,19.49,167597.78,24,0,8.99,85.61
540,2022-06-01,7.0,16.0,19.45,13529.17,6,0,3.45,21.56
T8726,2022-06-01,44.0,12.0,20.41,215.0,20,1,8.41,70.07
T8726,2022-06-01,5.0,44.0,36.36,133.67,3,1,7.64,17.37
1070,2022-06-01,11.0,5.0,11.82,168733.9,5,0,6.82,136.49
1070,2022-06-01,5.0,15.5,12.21,163500.0,2,0,3.29,21.24
587,2022-06-01,20.0,20.0,12.79,9527.78,18,0,7.21,36.04
589,2022-06-01,8.0,15.0,17.84,9550.0,5,0,2.84,18.95
1071,2022-06-01,7.0,2.0,12.9,184000.0,7,0,10.9,544.96
589,2022-06-01,15.0,8.0,13.0,8033.33,6,0,5.0,62.55
T8727,2022-06-01,115.0,8.0,14.32,300.0,39,1,6.32,79.06
587,2022-06-01,33.0,20.0,12.32,10933.4,5,0,7.68,38.38
535,2022-06-01,74.0,22.0,30.51,10895.86,51,1,8.51,38.69
T8724,2022-06-01,18.0,6.0,15.58,200.0,9,1,9.58,159.67
T8724,2022-06-01,58.0,18.0,24.7,158.33,6,1,6.7,37.24
535,2022-06-01,93.0,74.0,59.93,5591.87,15,1,14.07,19.02
1053,2022-06-01,5.5,4.5,9.26,272000.0,6,0,4.76,105.77
1053,2022-06-01,2.0,5.5,11.09,229000.0,2,0,5.59,101.67
534,2022-06-01,16.0,5.0,10.01,7393.67,6,0,5.01,100.17
1073,2022-06-01,5.5,6.0,29.86,165366.67,6,0,23.86,397.71
1073,2022-06-01,6.0,29.0,25.77,194000.0,7,0,3.23,11.14
534,2022-06-01,22.0,16.0,13.13,6770.67,3,0,2.87,17.94
T8720,2022-06-01,16.0,3.0,10.77,220.83,12,1,7.77,258.89
T8720,2022-06-01,2.0,16.0,18.95,150.0,2,0,2.95,18.41
544,2022-06-01,13.0,19.0,18.66,13876.0,3,0,0.34,1.79
533,2022-06-01,26.0,10.0,15.17,8428.0,25,0,5.17,51.71
544,2022-06-01,19.0,12.0,16.68,15610.0,10,0,4.68,39.02
533,2022-06-01,50.0,26.0,22.03,7443.9,8,1,3.97,15.28
591,2022-06-01,295.0,16.0,42.35,6091.3,46,1,26.35,164.7
1074,2022-06-01,18.5,27.5,24.86,151058.9,10,0,2.64,9.62
547,2022-06-01,24.0,17.0,15.17,7829.25,4,0,1.83,10.74
1044,2022-06-01,17.0,26.0,11.45,96000.0,14,0,14.55,55.95
442,2022-06-01,25.0,7.0,12.64,36926.09,23,0,5.64,80.55
1020,2022-06-01,13.0,19.5,21.56,97521.04,5,0,2.06,10.56
604,2022-06-01,1.0,3.0,11.63,4200.0,1,0,8.63,287.64
