CODIGO,DESCRIPCION,FECHA,ANIO,MES,DIA,DIA_SEMANA,VENTAS,TOTAL_VENDIDO,PRECIO_PROMEDIO,FRECUENCIA,HUBO_PROMOCION,TEMPORADA
1800,RETEN SNA RDA.TRA.JAC IVECO 95X130X20 US,2024-01-09,2024,1,9,2,13.0,416000.0,32000.0,8,0,Baja 
177,EMPAQUE DE CULATA  TUFLO 500,2024-01-09,2024,1,9,2,3.0,24000.0,8000.0,3,0,Baja 
1722,"RODAJA NQR 1""",2024-01-09,2024,1,9,2,2.0,12400.0,6200.0,1,0,Baja 
1632,"TORNILLO CENTRAL 3/8x8""",2024-01-09,2024,1,9,2,2.0,11000.0,5500.0,1,0,Baja 
1607,RACHE  SAP TRAS 1-1/2 ESTRIA GRUESA 3 HUECOS 5 REMACHES REF: 278323L,2024-01-09,2024,1,9,2,8.0,680000.0,85000.0,8,0,Baja 
1533,PERNO FORD CARGO 1721 RANDON 1X4 1/2 ESTRIA LARGA,2024-01-09,2024,1,9,2,16.0,352000.0,22000.0,16,0,Baja 
1479,AMARRA PLASTICA AP10  4.8x280MM,2024-01-09,2024,1,9,2,6.0,3000.0,500.0,3,0,Baja 
1442,"RODAJA NQR 2""",2024-01-09,2024,1,9,2,2.0,40000.0,20000.0,1,0,Baja 
143,SOLUCION DE LIMPIEZA INDUSTRIAL,2024-01-09,2024,1,9,2,58.0,290000.0,5000.0,29,0,Baja 
1351,ACOPLE FRENO B1 MACHO 1/2x5/8  BENDIX HT,2024-01-09,2024,1,9,2,7.0,70000.0,10000.0,7,0,Baja 
1327,RETEN SNA 370018 RDA TRA.INT. AGRALE BUSETAS AÑO 1997/2002.FORD CARGO 815 GIRATORIO Lubricacion rodamienrtos baño de aceite 82.5X114.3X19 US,2024-01-09,2024,1,9,2,2.0,74000.0,37000.0,2,0,Baja 
1293,AMARRA PLASTICA AP13  7.2 x400 MM,2024-01-09,2024,1,9,2,8.0,4700.0,587.5,4,0,Baja 
1270,VALVULA REGULADORA DE BOMBONA USA,2024-01-09,2024,1,9,2,2.0,100000.0,50000.0,2,0,Baja 
1265,CAPSULA MANGUERA R115  1/2 IMP,2024-01-09,2024,1,9,2,14.0,112000.0,8000.0,7,0,Baja 
1250,MANTENIMIENTO,2024-01-09,2024,1,9,2,21.0,2366570.0,112693.80952380953,19,0,Baja 
1248,RESORTE DE BANDA #80 KENWORTH CURVO MEDIDA ESPECIAL 24.1/2 CMS,2024-01-09,2024,1,9,2,12.0,360000.0,30000.0,12,0,Baja 
1249,ACOPLE HEMBRA MANGUERA ACERADA R115 DE 1/2x7/8,2024-01-09,2024,1,9,2,7.0,84000.0,12000.0,7,0,Baja 
1206,RESORTE DE BANDA #38 AGRALE M/N,2024-01-09,2024,1,9,2,1.0,10000.0,10000.0,1,0,Baja 
1185,RESORTE DE BANDA #17 DODGE 600 TRASERO 20 CMS REFORZADO,2024-01-09,2024,1,9,2,19.0,247000.0,13000.0,19,0,Baja 
1195,RESORTE DE BANDA #27 GRADUACION AGRALE,2024-01-09,2024,1,9,2,76.0,608000.0,8000.0,19,0,Baja 
1184,RESORTE DE BANDA #16 TRAILLLER 24CM SM,2024-01-09,2024,1,9,2,25.0,362500.0,14500.0,19,0,Baja 
1166,RESORTE DE SEGURIDAD DE CAMARA TIPO 24 (ASPIRAL),2024-01-09,2024,1,9,2,2.0,70000.0,35000.0,2,0,Baja 
1159,AMARRA PLASTICA AP9 7.8x360 MM,2024-01-09,2024,1,9,2,8.0,9600.0,1200.0,4,0,Baja 
1117,"RODAJA FORD 2.1/4""",2024-01-09,2024,1,9,2,38.0,976600.0,25700.0,19,0,Baja 
1113,"RODAJA FORD 1.5/8""",2024-01-09,2024,1,9,2,34.0,527000.0,15500.0,17,0,Baja 
1111,"RODAJA FORD 1.3/8""",2024-01-09,2024,1,9,2,22.0,264000.0,12000.0,11,0,Baja 
1074,BANDA 9133X MEDIO JUEGO MACBLOCK (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 20,2024-01-09,2024,1,9,2,8.0,1228800.0,151331.25,8,0,Baja 
1059,BANDA 4672X MEDIO JUEGO MACBLOCK (CUÃƒÆ’Ã¢â‚¬ËœA MARCA MERCEDES BENZ   1993- TIPO 1318 UBIC Tras) / (CUÃƒÆ’Ã¢â‚¬ËœA MARCA MERCEDES BENZ   2008- TIPO Actros 4140 K UBIC Tras),2024-01-09,2024,1,9,2,3.0,785500.0,261833.33333333334,6,0,Baja 
1053,BANDA 4515X MEDIO JUEGO MACBLOCK (A/C MARCA CHEVROLET 1980-1992 TIPO Brigadier UBIC Tras) / (A/C MARCA CHEVROLET 1980-1992 TIPO C-70 UBIC Tras) // (A/C MARCA CHEVROLET 1980-1997 TIPO Kodiak diesel - Gasolina UBIC Tras) // (A/C MARCA CHEVROLET 1987-1992 T,2024-01-09,2024,1,9,2,19.0,4294000.0,226000.0,19,0,Baja 
1043,BANDA 2032XX MEDIO JUEGO INCOLBEST (Banda MARCA CHEVROLET - TIPO Truck UBIC Del),2024-01-09,2024,1,9,2,6.0,540000.0,90000.0,6,0,Baja 
1025,FILTRO O ELEMENTO DE KODIAK,2024-01-09,2024,1,9,2,1.0,7000.0,7000.0,1,0,Baja 
1024,BANDA 9146E MEDIO JUEGO INCOLBEST (PAREJO MARCA FOTON - TIPO Olin 1043 UBIC Del) / (PAREJO MARCA FOTON - TIPO Olin 1043 UBIC Tras),2024-01-09,2024,1,9,2,9.0,720000.0,80000.0,9,0,Baja 
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,2024-01-09,2024,1,9,2,4.0,386000.0,96000.0,6,0,Baja 
278,ELEMENTO FILTRO DE AIRE,2024-01-09,2024,1,9,2,8.0,32000.0,4000.0,8,0,Baja 
283,HORQUILLA DE CAMARA COMPLETA 1/2 IMP,2024-01-09,2024,1,9,2,2.0,30000.0,15000.0,2,0,Baja 
284,PASADOR DE HORQUILLA COMPLETO,2024-01-09,2024,1,9,2,13.0,65000.0,5000.0,13,0,Baja 
266,VALVULA DE CORNETAS USA,2024-01-09,2024,1,9,2,2.0,40000.0,20000.0,2,0,Baja 
2641,RODILLO KOYO 4T-33113 RDA HYUNDAI HD 120/ RT JAC,2024-01-09,2024,1,9,2,10.0,1438000.0,143800.0,10,0,Baja 
271,VALVULA DESFOGUE (QR1) 3/8 (229859),2024-01-09,2024,1,9,2,21.0,630000.0,30000.0,14,0,Baja 
2703,SERVO CLUTCH 70mm ISUZU HINO,2024-01-09,2024,1,9,2,10.0,1430000.0,143000.0,10,0,Baja 
2733,RACOR T PRESTOLOOK P64 3/8x3/8x3/8,2024-01-09,2024,1,9,2,2.0,16000.0,8000.0,2,0,Baja 
2718,VALVULA NIVEL UNIVERSAL HENDRICKSON (20CE456) (PAI 750730),2024-01-09,2024,1,9,2,2.0,520000.0,260000.0,2,0,Baja 
250,DIAFRAGMA TIPO 30 IMP,2024-01-09,2024,1,9,2,14.0,196000.0,14000.0,14,0,Baja 
252,SILICONA GRIS PEQUEÑA 50ML,2024-01-09,2024,1,9,2,10.0,225000.0,22500.0,10,0,Baja 
2521,DIAFRAGMA TIPO 20 SAP,2024-01-09,2024,1,9,2,2.0,36000.0,18000.0,2,0,Baja 
2394,RESORTE DE BANDA #84 HINO AGRALE M/N 18 CMS,2024-01-09,2024,1,9,2,6.0,66000.0,11000.0,6,0,Baja 
2388,DIAFRAGMA TIPO 16 SAP,2024-01-09,2024,1,9,2,6.0,84000.0,14000.0,6,0,Baja 
2389,DIAFRAGMA TIPO 24 SAP,2024-01-09,2024,1,9,2,5.0,75000.0,15000.0,5,0,Baja 
2172,"TORNILO G5 RO 5/16x1""",2024-01-09,2024,1,9,2,8.0,6000.0,750.0,4,0,Baja 
2103,PIN CHAVETA PC#27 1/8X1,2024-01-09,2024,1,9,2,3.0,1500.0,500.0,3,0,Baja 
2136,TUERCA DE 1/2 BAJA  ROSCA ORDINARIA,2024-01-09,2024,1,9,2,2.0,1000.0,500.0,2,0,Baja 
1936,ORING #221 VITON,2024-01-09,2024,1,9,2,11.0,49500.0,4500.0,11,0,Baja 
1918,ANILLO PISTON COMPRESOR NISSAN 85 MM:SDJ03002ZZ NPR JP-SDJ 03002AA,2024-01-09,2024,1,9,2,8.0,1040000.0,130000.0,8,0,Baja 
644,RACOR B49 5/8*1/2,2024-01-09,2024,1,9,2,10.0,250000.0,25000.0,10,0,Baja 
666,ROLLO TEFLON POR UNIDAD,2024-01-09,2024,1,9,2,10.0,12000.0,1200.0,10,0,Baja 
624,ANILLO B60 3/8,2024-01-09,2024,1,9,2,16.0,11200.0,700.0,8,0,Baja 
625,ANILLO B60 1/4,2024-01-09,2024,1,9,2,9.0,4500.0,500.0,9,0,Baja 
631,REFUERZO 3/8,2024-01-09,2024,1,9,2,32.0,33600.0,1050.0,10,0,Baja 
632,REFUERZO 1/4,2024-01-09,2024,1,9,2,33.0,24750.0,750.0,21,0,Baja 
602,RACOR ALARGUE B120 3/8 *3/8,2024-01-09,2024,1,9,2,9.0,81000.0,9000.0,9,0,Baja 
615,RACOR NPT B66 1/4*1/8,2024-01-09,2024,1,9,2,6.0,33000.0,5500.0,6,0,Baja 
571,RACOR RECTO B68 1/2x3/8,2024-01-09,2024,1,9,2,7.0,87500.0,12500.0,7,0,Baja 
577,RACOR RECTO B68 1/4x1/8,2024-01-09,2024,1,9,2,2.0,10000.0,5000.0,2,0,Baja 
578,RACOR RECTO B68 3/8x3/8,2024-01-09,2024,1,9,2,6.0,52200.0,8700.0,6,0,Baja 
586,"RACOR CODO B69 3/8*3/8  90""",2024-01-09,2024,1,9,2,10.0,140000.0,14000.0,10,0,Baja 
590,"RACOR CODO B69 1/4*3/8  90""",2024-01-09,2024,1,9,2,10.0,150000.0,15000.0,10,0,Baja 
540,RACOR T COPA B64 1/4*1/4*1/4,2024-01-09,2024,1,9,2,2.0,24000.0,12000.0,2,0,Baja 
547,RACOR BUCHIN B110 1/2*3/8,2024-01-09,2024,1,9,2,5.0,45000.0,9000.0,5,0,Baja 
552,RACOR TAPON B109 1/2 MACHO,2024-01-09,2024,1,9,2,7.0,59500.0,8500.0,7,0,Baja 
553,RACOR TAPON B109 3/8 MACHO,2024-01-09,2024,1,9,2,9.0,40500.0,4500.0,9,0,Baja 
554,RACOR TAPON B109 1/4 MACHO,2024-01-09,2024,1,9,2,4.0,17000.0,4250.0,2,0,Baja 
556,RACOR MIPLE B122  1/2*1/2 544A,2024-01-09,2024,1,9,2,7.0,91000.0,13000.0,7,0,Baja 
564,RACOR MIPLE B122 1/2*3/8 (544 A),2024-01-09,2024,1,9,2,9.0,108000.0,12000.0,9,0,Baja 
470,RESORTE DE PISADA TIPO 30/24 CAMARA,2024-01-09,2024,1,9,2,14.0,182000.0,13000.0,14,0,Baja 
457,"RACHE SAP 28 ESTRIAS 1.1/2"" (FINA) (288282L)",2024-01-09,2024,1,9,2,14.0,1190000.0,85000.0,14,0,Baja 
407,"RETEN VICTOR SS-47879 RUEDA TRASERA B-60,  C-70 MOTOR A GASOLINA 1966 -1990 Y DIESEL 19  -1993 98.43X139.95X23.50",2024-01-09,2024,1,9,2,2.0,95000.0,47500.0,2,0,Baja 
362,"ARANDELA DE LEVA 1.1/2""",2024-01-09,2024,1,9,2,14.0,23800.0,1700.0,14,0,Baja 
363,"ARANDELA DE LEVA 1.1/4""",2024-01-09,2024,1,9,2,28.0,42000.0,1500.0,14,0,Baja 
374,RETEN VICTOR 20012 RUEDA DELANTERA BRIGADIER  DOBLETROQUES Y TRACTO-CAMION 1980  A 1987 GIRATORIO 92.08X122.35X23.29,2024-01-09,2024,1,9,2,6.0,405000.0,67500.0,3,0,Baja 
385,RETEN VICTOR 20047 RUEDA TRASERA  INTERIOR AGRALE BUSETA MODELO 2003. GIRATORIO 87.30X120.95X17.45,2024-01-09,2024,1,9,2,6.0,335500.0,55875.0,4,0,Baja 
T8731,TCA SEGUR OR 08 5/8,2024-01-09,2024,1,9,2,8.0,8000.0,1000.0,4,0,Baja 
T8564,TCA SEGUR 08 MM P1.25,2024-01-09,2024,1,9,2,2.0,300.0,150.0,1,0,Baja 
T8726,TCA SEGUR OR 03 5/16,2024-01-09,2024,1,9,2,8.0,1600.0,200.0,4,0,Baja 
T8867,TCA ALTA 04 RF 7/16,2024-01-09,2024,1,9,2,16.0,8000.0,500.0,4,0,Baja 
T6510,TORN RO5 003 1/4*1,2024-01-09,2024,1,9,2,9.0,2250.0,250.0,3,0,Baja 
T6550,TORN RO5 045 7/16*4,2024-01-09,2024,1,9,2,6.0,10200.0,1700.0,3,0,Baja 
T6512,TORN RO5 005 1/4*1 1/2,2024-01-09,2024,1,9,2,1.0,300.0,300.0,1,0,Baja 
T6534,TORN RO5 028 3/8*1 1/2,2024-01-09,2024,1,9,2,2.0,1200.0,600.0,1,0,Baja 
T7122,TORN ZAPT 002 7/16*1 3/4,2024-01-09,2024,1,9,2,16.0,26400.0,1650.0,4,0,Baja 
T7133,TORN ZAPT 009 1/2*2 1/2,2024-01-09,2024,1,9,2,2.0,7200.0,3600.0,2,0,Baja 
T7166,ARAN ZINC 05 5/16,2024-01-09,2024,1,9,2,16.0,1600.0,100.0,4,0,Baja 
T7167,ARAN ZINC 06 3/8,2024-01-09,2024,1,9,2,2.0,400.0,200.0,1,0,Baja 
T7168,ARAN ZINC 07 7/16,2024-01-09,2024,1,9,2,22.0,5500.0,250.0,7,0,Baja 
T232,ARAN RED 31 5/8*1/8 16MM,2024-01-09,2024,1,9,2,16.0,8000.0,500.0,4,0,Baja 
T204,ARAN SOPOR NEGRA 03 3/8,2024-01-09,2024,1,9,2,2.0,1900.0,950.0,1,0,Baja 
T5794,WASA 5/8,2024-01-09,2024,1,9,2,6.0,1800.0,300.0,1,0,Baja 
T5315,TCA OR 5 01 1/4 20 HILOS,2024-01-09,2024,1,9,2,1.0,100.0,100.0,1,0,Baja 
T175,ARAN RED 24 1/4*1/8,2024-01-09,2024,1,9,2,2.0,300.0,150.0,1,0,Baja 
BLOQUE,BLOQUE SPOOL,2024-01-09,2024,1,9,2,7.0,1365000.0,195000.0,7,0,Baja 
BOMBONA-SPOOL,BASE BOMBONA SPOOL,2024-01-09,2024,1,9,2,2.0,90000.0,45000.0,2,0,Baja 
939,ZAPATA FRENO AGRALE 9133,2024-01-09,2024,1,9,2,6.0,720000.0,120000.0,6,0,Baja 
957,BANDA 4515X MEDIO JUEGO INCOLBEST (A/C MARCA CHEVROLET 1980-1992 TIPO Brigadier UBIC Tras) / (A/C MARCA CHEVROLET 1980-1992 TIPO C-70 UBIC Tras) // (A/C MARCA CHEVROLET 1980-1997 TIPO Kodiak diesel - Gasolina UBIC Tras) // (A/C MARCA CHEVROLET 1987-1992,2024-01-09,2024,1,9,2,19.0,2812000.0,148000.0,19,0,Baja 
959,"BANDA 4524XX MEDIO JUEGO INCOLBEST  (A/C MARCA CHEVROLET Todos- TIPO Kodiak diesel UBIC Del) / (A/C MARCA CHEVROLET 1980-1984 TIPO BRIGADIER 151"" UBIC Del) // (A/C MARCA CHEVROLET 1985-1987 TIPO BRIGADIER 169"""" DDA UBIC Del) // (A/C MARCA CHEVROLET 1995-",2024-01-09,2024,1,9,2,15.0,1740000.0,116000.0,15,0,Baja 
963,BANDA 4671X MEDIO JUEGO INCOLBEST (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2004-2004 TIPO BUSINESS CLASS M2 112 UBIC Del) / (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2004-2007 TIPO M2 106 CAMION 241' 4X2 UBIC Del) // (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2006-2007 TIPO ,2024-01-09,2024,1,9,2,10.0,1446000.0,144333.33333333334,6,0,Baja 
964,BANDA 4671E MEDIO JUEGO INCOLBEST (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2004-2004 TIPO BUSINESS CLASS M2 112 UBIC Del) / (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2004-2007 TIPO M2 106 CAMION 241' 4X2 UBIC Del) // (CUÃƒÆ’Ã¢â‚¬ËœA MARCA FREIGHTLINER 2006-2007 TIPO ,2024-01-09,2024,1,9,2,1.0,135000.0,135000.0,1,0,Baja 
966,BANDA 4672X MEDIO JUEGO INCOLBEST (CUÃƒÆ’Ã¢â‚¬ËœA MARCA MERCEDES BENZ   1993- TIPO 1318 UBIC Tras) / (CUÃƒÆ’Ã¢â‚¬ËœA MARCA MERCEDES BENZ   2008- TIPO Actros 4140 K UBIC Tras),2024-01-09,2024,1,9,2,3.0,473500.0,157833.33333333334,6,0,Baja 
929,POTE GRASA AZUL LITIO 2100 GRS (C8PT),2024-01-09,2024,1,9,2,1.0,125000.0,125000.0,1,0,Baja 
931,GRASA AZUL LITIO KILO 900 GRS 0.9 KG PLASTI (C12U),2024-01-09,2024,1,9,2,16.0,880000.0,55000.0,16,0,Baja 
933,GRASA AZUL LITIO LIBRA 350 GRS (C24U),2024-01-09,2024,1,9,2,5.0,112500.0,22500.0,5,0,Baja 
886,TUBIN 1/4,2024-01-09,2024,1,9,2,242.0,10890.0,45.0,6,0,Baja 
897,MANGUERA ACERADA R115-1/2 POR METRO (PLATEADA),2024-01-09,2024,1,9,2,315.0,239400.0,760.0,7,0,Baja 
714,"PIN CHAVETA PC#8 3/16x2""",2024-01-09,2024,1,9,2,14.0,12600.0,900.0,7,0,Baja 
748,ORING #008,2024-01-09,2024,1,9,2,16.0,10000.0,625.0,8,0,Baja 
873,ORING #223 SECADOR,2024-01-09,2024,1,9,2,11.0,35200.0,3200.0,11,0,Baja 
884,TUBIN 3/8,2024-01-09,2024,1,9,2,390.0,35100.0,90.0,10,0,Baja 
700,PIN DE HAUSING AGRALE M/N,2024-01-09,2024,1,9,2,14.0,64500.0,4687.5,8,0,Baja 
704,PIN DE HAUSING 300 N AGRALE M/V FORD CARGO,2024-01-09,2024,1,9,2,2.0,6000.0,3000.0,2,0,Baja 
710,"PIN CHAVETA PC#4 1/4x2.1/2""",2024-01-09,2024,1,9,2,8.0,12000.0,1500.0,8,0,Baja 
684,"PERNO RIN DISCO E.G 1x4.1/2""",2024-01-09,2024,1,9,2,190.0,3420000.0,18000.0,19,0,Baja 
698,PIN DE HAUSING F800 N,2024-01-09,2024,1,9,2,2.0,8000.0,4000.0,2,0,Baja 
T9290,"TORNILLO  MM 8X40 P 1,25",2024-01-09,2024,1,9,2,2.0,1300.0,650.0,1,0,Baja 
T9563,TCA RO5 03 3/8 16 HILOS,2024-01-09,2024,1,9,2,4.0,800.0,200.0,1,0,Baja 
T9295,TORN MM HEX 084 P1.25 8*80,2024-01-09,2024,1,9,2,9.0,9900.0,1100.0,3,0,Baja 
T9547,TCA RO5 02 5/16 18 HILOS,2024-01-09,2024,1,9,2,8.0,1200.0,150.0,4,0,Baja 
T9568,TCA RO5 04 7/16 14 HILOS,2024-01-09,2024,1,9,2,6.0,1500.0,250.0,3,0,Baja 
T9289,TORN MM HEX 077 P1.25 8*35,2024-01-09,2024,1,9,2,8.0,4800.0,600.0,4,0,Baja 
TORNILLOS,TORNILLOS-VARIOS,2024-01-09,2024,1,9,2,6.0,18000.0,3000.0,6,0,Baja 
1784,RETEN SABO REDUCTOR MERCEDES CAM-BUS. BRAGF  02941 125X150X15,2024-01-10,2024,1,10,3,3.0,140000.0,46666.666666666664,3,0,Baja 
1794,RETEN LYO TRASERO INTERNO HINO FB Y FC TBX3 127923 127x147x11 DOBLE LABIO METALICO,2024-01-10,2024,1,10,3,1.0,20000.0,20000.0,1,0,Baja 
1704,RAC0R RECTO B68 3/4x1/2,2024-01-10,2024,1,10,3,2.0,60000.0,30000.0,2,0,Baja 
1706,ACOPLE MACHO MANGUERA  R2 1/2x7/8  JIC IMP,2024-01-10,2024,1,10,3,4.0,32000.0,8000.0,4,0,Baja 
1479,AMARRA PLASTICA AP10  4.8x280MM,2024-01-10,2024,1,10,3,6.0,3200.0,533.3333333333334,5,0,Baja 
1476,"ESPARRAGO EJE 3/4x3/4x3.1/2""",2024-01-10,2024,1,10,3,1.0,5500.0,5500.0,1,0,Baja 
143,SOLUCION DE LIMPIEZA INDUSTRIAL,2024-01-10,2024,1,10,3,72.0,360000.0,5000.0,30,0,Baja 
1412,RESORTE DE BANDA #92 DOBLE HINO 15.1/2 CMS,2024-01-10,2024,1,10,3,2.0,20000.0,10000.0,2,0,Baja 
1423,CINTA NEGRA TESA,2024-01-10,2024,1,10,3,1.0,4500.0,4500.0,1,0,Baja 
1351,ACOPLE FRENO B1 MACHO 1/2x5/8  BENDIX HT,2024-01-10,2024,1,10,3,4.0,40000.0,10000.0,4,0,Baja 
1329,EMPAQUETADURA  GOBERNOL 276121 ALTA TEMPERATURA,2024-01-10,2024,1,10,3,11.0,220000.0,20000.0,11,0,Baja 
1322,PEGADIT PEQUEÃƒÆ’Ã¢â‚¬ËœO 10GR,2024-01-10,2024,1,10,3,12.0,18000.0,1500.0,12,0,Baja 
1265,CAPSULA MANGUERA R115  1/2 IMP,2024-01-10,2024,1,10,3,16.0,128000.0,8000.0,8,0,Baja 
1250,MANTENIMIENTO,2024-01-10,2024,1,10,3,16.0,1115350.0,69709.375,16,0,Baja 
1225,RESORTE DE BANDA #57 HINO,2024-01-10,2024,1,10,3,2.0,20000.0,10000.0,2,0,Baja 
1195,RESORTE DE BANDA #27 GRADUACION AGRALE,2024-01-10,2024,1,10,3,14.0,112000.0,8000.0,4,0,Baja 
1170,RESORTE DE BANDA #2 TRAILER 22 CMS,2024-01-10,2024,1,10,3,5.0,107500.0,21500.0,5,0,Baja 
1158,AMARRA PLASTICA AP4  4.8x250 MM,2024-01-10,2024,1,10,3,38.0,9500.0,250.0,8,0,Baja 
1159,AMARRA PLASTICA AP9 7.8x360 MM,2024-01-10,2024,1,10,3,6.0,7200.0,1200.0,2,0,Baja 
1123,"RODAJA DODGE 1.1/4""",2024-01-10,2024,1,10,3,8.0,78400.0,9800.0,4,0,Baja 
1117,"RODAJA FORD 2.1/4""",2024-01-10,2024,1,10,3,4.0,102800.0,25700.0,2,0,Baja 
1115,"RODAJA FORD 1.7/8""",2024-01-10,2024,1,10,3,2.0,40000.0,20000.0,1,0,Baja 
1116,"RODAJA FORD 2""",2024-01-10,2024,1,10,3,12.0,264000.0,22000.0,6,0,Baja 
1074,BANDA 9133X MEDIO JUEGO MACBLOCK (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 20,2024-01-10,2024,1,10,3,4.5,635000.0,143333.33333333334,3,0,Baja 
1017,BANDA 9134X MEDIO JUEGO INCOLBEST (A/C MARCA MITSUBISHI 2001-2006 TIPO CANTER 659 UBIC Tras) / (A/C MARCA MITSUBISHI 2000-2011 TIPO CANTER BUSETA 659 UBIC Tras) // (A/C MARCA MITSUBISHI 2001-2010 TIPO CANTER BUSETON 659 UBIC Tras) // (A/C MARCA MITSUBISH,2024-01-10,2024,1,10,3,5.0,666200.0,133240.0,5,0,Baja 
1014,BANDA 9133X MEDIO JUEGO INCOLBEST (A/C MARCA AGRALE 2002-2003 TIPO Buseta y buseton UBIC Del) / (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Del) // (A/C MARCA AGRALE 1992-2012 TIPO TOTAL PASAJEROS AGRALE UBIC Tras) // (A/C MARCA AGRALE 2,2024-01-10,2024,1,10,3,0.5,47500.0,95000.0,1,0,Baja 
300,ACOPLE RAPIDO 1/4 NACIONAL (AUTOMATICO),2024-01-10,2024,1,10,3,1.0,15000.0,15000.0,1,0,Baja 
323,EMPAQUETADURA  SECADOR INTERNATIONAL COMPLETA  USA REF:5005037-C,2024-01-10,2024,1,10,3,5.0,300000.0,60000.0,5,0,Baja 
2811,JGO SPLINDERS HINO EH700  BUSETON,2024-01-10,2024,1,10,3,2.0,400000.0,200000.0,2,0,Baja 
2587,JGO.TERMINALES DIR. HINO BUSETON FD-4012R/L,2024-01-10,2024,1,10,3,1.0,145000.0,145000.0,1,0,Baja 
2685,ACEITE MOTOR POWERFUL Cl-4 DIESEL-SAG 15W40 MULTI CI4 CUARTO (0.946L),2024-01-10,2024,1,10,3,1.0,20500.0,20500.0,1,0,Baja 
271,VALVULA DESFOGUE (QR1) 3/8 (229859),2024-01-10,2024,1,10,3,3.0,90000.0,30000.0,3,0,Baja 
2745,RACOR BUCHIN B110 22x1.5x1/2,2024-01-10,2024,1,10,3,2.0,13000.0,6500.0,2,0,Baja 
2482,LIJA DE AGUA,2024-01-10,2024,1,10,3,4.0,8000.0,2000.0,2,0,Baja 
2467,ACOPLE HEMBRA R12  1/2x7/8,2024-01-10,2024,1,10,3,8.0,88000.0,11000.0,8,0,Baja 
251,SILICONA GRIS GRANDE 70ML,2024-01-10,2024,1,10,3,2.0,58000.0,29000.0,2,0,Baja 
252,SILICONA GRIS PEQUEÑA 50ML,2024-01-10,2024,1,10,3,14.0,315000.0,22500.0,10,0,Baja 
254,SILICONA ROJA GRANDE 70ML,2024-01-10,2024,1,10,3,1.0,12000.0,12000.0,1,0,Baja 
2536,"MANGUERA CAMARA 100CM 40""",2024-01-10,2024,1,10,3,3.0,91500.0,30500.0,1,0,Baja 
245,REFUERZO 3/4,2024-01-10,2024,1,10,3,2.0,3000.0,1500.0,2,0,Baja 
2408,ABRAZADERA CREMALLERA TP3008 (14-22MM),2024-01-10,2024,1,10,3,2.0,5000.0,2500.0,1,0,Baja 
2271,"RODAJA AGRALE 15/16""",2024-01-10,2024,1,10,3,6.0,30000.0,5000.0,3,0,Baja 
2257,ARANDELA LEVA 1.5/8,2024-01-10,2024,1,10,3,6.0,12000.0,2000.0,3,0,Baja 
2239,ABRAZADERA CREMALLERA 16-27 MM,2024-01-10,2024,1,10,3,2.0,6000.0,3000.0,1,0,Baja 
2317,CONO 9/16 ABIERTO,2024-01-10,2024,1,10,3,8.0,14400.0,1800.0,2,0,Baja 
204,RODILLO KOYO 30310JR HINO-FC-FB-RDA.DEL.INT.,2024-01-10,2024,1,10,3,1.0,105000.0,105000.0,1,0,Baja 
2050,VALVULA DE PURGA 1/2 NPR,2024-01-10,2024,1,10,3,5.0,75000.0,15000.0,5,0,Baja 
2147,MANGUERA CAUCHO LONA 300 PSI MULTIPROPOSITO 5/8,2024-01-10,2024,1,10,3,30.0,7500.0,250.0,1,0,Baja 
2167,CAUCHO CARDAN T-900 REF 230147,2024-01-10,2024,1,10,3,3.0,90000.0,30000.0,2,0,Baja 
2168,CAUCHO CARDAN T-9.1/2  230167,2024-01-10,2024,1,10,3,10.0,300000.0,30000.0,5,0,Baja 
1899,RODILLO NTN 4T 47686/47620 DODGE 600/700P900/B60/HI1700/DIF,2024-01-10,2024,1,10,3,12.0,2520000.0,210000.0,8,0,Baja 
666,ROLLO TEFLON POR UNIDAD,2024-01-10,2024,1,10,3,7.0,8400.0,1200.0,7,0,Baja 
